,name,avg_viewers,time_streamed,all_time_peak_viewers,hours_watched,rank,follower_gained,total_followers,total_views
344,SYRIANO,560,37.8,4293,21100.0,6275,436.0,83700.0,--
345,AXOSKILLLIVE,373,102.4,3665,38200.0,6279,561.0,129000,592000
346,ITI63,190,287.3,1587,54700.0,6284,133.0,18200.0,864000
347,H_OPALE,306,144.2,2407,44100.0,6289,605.0,7700.0,--
348,WINGO,513,48.7,10657,25000.0,6302,59.0,127000,3520000.0
349,MATHPELLERIN,263,180.0,2326,47400.0,6342,269.0,50500.0,683000
350,AKARUU,590,29.8,6225,17600.0,6347,58.0,186000,2440000.0
351,MINEOFMORIA,145,399.6,556,57800.0,6365,2600.0,2600.0,--
352,KSWINNIIE,335,120.7,2877,40400.0,6372,4.0,115000,4570000.0
353,ANYME023,375,96.3,1161,36100.0,6437,11700.0,23600.0,--
354,LESSIMPSONSFR,373,97.1,1835,36200.0,6442,3100.0,3100.0,--
355,I_REAZ,325,124.3,5556,40400.0,6447,757.0,35800.0,734000
356,VARG31,292,148.7,1600,43400.0,6454,577.0,60100.0,945000
357,LERAP_ENMIEUX,637,18.7,1227,11900.0,6464,1100.0,11300.0,--
358,MARINELORD,651,15.2,9538,9900.0,6533,371.0,59600.0,1320000.0
359,SOHOVEN,338,113.2,3350,38300.0,6546,1100.0,103000,792000
360,BARBE___DOUCE,294,143.2,6692,42100.0,6555,1000.0,34700.0,839000
361,DOSE_RAP,690,8.4,5485,5800.0,6573,187.0,2000.0,--
362,NAT_ALI,440,64.9,2215,28600.0,6580,300.0,36000.0,2080000.0
363,DAFUNK,487,49.5,1226,24100.0,6591,187.0,17500.0,--
364,JANGO_93,402,78.9,1370,31700.0,6609,2000.0,4900.0,--
365,ZONGOLED0Z0,223,214.3,8057,47900.0,6616,368.0,65700.0,2280000.0
366,KYRIATV,379,88.4,7303,33500.0,6642,119.0,74400.0,4080000.0
367,FILDRONG,521,38.9,6371,20300.0,6665,311.0,140000,1230000.0
368,RISKIN,316,123.0,2375,38900.0,6676,596.0,70600.0,1240000.0
369,GAETHAAAN,363,93.4,6077,33900.0,6750,586.0,77200.0,457000
370,HUGOLISOIR,465,51.9,16886,24100.0,6796,347.0,68800.0,1630000.0
371,VOLTARIUX,537,31.1,6835,16700.0,6893,25.0,73200.0,3090000.0
372,LILYKONJO,238,183.6,1955,43700.0,6899,508.0,16700.0,--
373,BROKYBRAWKSTV,631,11.9,25742,7500.0,6953,434.0,301000,3570000.0
374,LASAINTE,466,48.2,11967,22500.0,6956,48.0,37400.0,--
375,MALCOLMREDIF,566,23.4,1692,13200.0,6968,1400.0,1400.0,--
376,POMME____,223,198.4,3680,44100.0,7002,1900.0,15000.0,--
377,MARKI,560,23.7,4153,13300.0,7020,1700.0,17700.0,--
378,AYZENLR,290,130.0,7292,37700.0,7026,733.0,88300.0,1450000.0
379,YANNEX,260,155.4,4452,40400.0,7034,86.0,39900.0,1620000.0
380,PERECHABRIER,542,27.1,9865,14700.0,7039,272.0,141000,--
381,THOMACKY,309,115.9,2246,35800.0,7051,2200.0,115000,1300000.0
382,GUEP,456,48.7,13128,22200.0,7073,934.0,171000,2140000.0
383,XABABTV,191,243.1,1247,46400.0,7075,34.0,147000,--
384,LANEWTEAM_OFF,647,7.5,1011,4900.0,7077,1200.0,5000.0,--
385,BENZAIE,553,23.6,14347,13000.0,7111,1.0,237000,10800000.0
386,REDDGRIFFITH,258,154.4,2740,39900.0,7115,364.0,7700.0,--
387,BRIZEREINS,244,167.8,2713,40900.0,7142,239.0,11500.0,--
388,JUNPEIFRANCE,288,127.1,1749,36600.0,7168,46.0,43900.0,1900000.0
389,PYROOTV,258,152.2,17066,39200.0,7177,101.0,85300.0,5280000.0
390,MARIE_PANKA,396,67.2,2630,26600.0,7182,190.0,18100.0,--
391,ROROOWTV,392,68.3,4623,26800.0,7209,877.0,70200.0,363000
392,EMSTAZY,321,103.2,3706,33100.0,7232,574.0,62400.0,477000
393,AMINEMATUEWAITINGROOM,505,32.2,8584,16300.0,7245,1900.0,8400.0,--
394,NALAHRI,294,119.9,2990,35300.0,7264,309.0,25300.0,502000
395,THEFAIRYDINA,602,12.0,4091,7200.0,7269,135.0,30800.0,557000
396,MATHIEUSOMMETLIVE,293,120.4,8203,35300.0,7277,249.0,49300.0,--
397,EVALUNNA,327,98.4,4473,32100.0,7282,98.0,105000,4300000.0
398,ARTILLERIELOURDE,457,44.4,4288,20300.0,7289,1200.0,9800.0,--
399,MOHLEKING,285,125.8,4889,35800.0,7304,1100.0,34300.0,--
400,LAUKINAWA,322,99.7,7157,32100.0,7320,2700.0,44500.0,--
401,ARTSKILLFN,331,94.6,2430,31300.0,7322,3200.0,66500.0,--
402,VAL_PL_MAGICARENAFR,398,62.3,3225,24800.0,7356,271.0,23800.0,962000
403,SOSOMANESS123,574,15.1,5600,8700.0,7366,1400.0,142000,--
404,LEWISLEFOU,275,130.2,8314,35800.0,7373,1700.0,36500.0,--
405,YANN,419,54.2,10689,22700.0,7375,19.0,301000,8310000.000000001
406,DEFAKATOR_OFFICIEL,459,41.0,4946,18900.0,7390,1200.0,29300.0,--
407,KAILON,303,109.2,3628,33000.0,7399,3000.0,60700.0,--
408,BEK1NNG,294,114.3,2991,33600.0,7423,8100.0,40000.0,--
409,WALID,325,94.5,19603,30700.0,7430,1700.0,476000,6790000.0
410,MISTERPACOTHAI,329,92.2,3325,30300.0,7444,406.0,2000.0,--
411,LYDIA__AM,413,54.6,4752,22600.0,7448,676.0,40300.0,--
412,ICIJAPONCORP,442,44.9,12291,19900.0,7455,321.0,81100.0,--
413,HIUUUGS,388,63.6,4485,24700.0,7470,130.0,27000.0,639000
414,D7RL,338,86.5,15791,29200.0,7477,15300.0,361000,889000
415,SIXQUATRE,320,96.2,27892,30700.0,7483,149.0,201000,4770000.0
416,LILVICOS,168,265.0,703,44600.0,7484,3800.0,9000.0,--
417,STANDINGWALTZ,209,195.0,1045,40700.0,7501,196.0,9100.0,--
418,7LVN,273,127.8,4926,34900.0,7503,1900.0,38800.0,--
419,REDEMPTION,400,57.3,5469,22900.0,7553,229.0,50600.0,1190000.0
420,DEALABS,533,19.8,4727,10600.0,7589,2000.0,25800.0,--
421,JEANBAPTISTESHOW,377,65.4,3559,24600.0,7603,283.0,105000,829000
422,VOHLT,308,99.7,1470,30700.0,7627,507.0,34700.0,443000
423,BRUNOUNIVERSSIMU,378,63.4,2934,24000.0,7669,361.0,7700.0,445000
424,STURRY316,395,56.4,3653,22300.0,7696,159.0,32500.0,--
425,MENTALOWSKII,527,19.4,2594,10200.0,7701,2500.0,109000,--
426,CINECOMPLET,192,211.5,859,40600.0,7704,3100.0,3100.0,--
427,KCSOLOQ,210,185.2,6634,38800.0,7724,2000.0,15400.0,--
428,ALLANGELLO,447,38.5,2590,17200.0,7729,20.0,15100.0,--
429,BUGS7676,120,390.9,401,46900.0,7738,754.0,1700.0,--
430,LUCAS57TV,249,140.6,3695,35100.0,7749,2400.0,28600.0,--
431,RASMELTHOR,406,51.0,15737,20700.0,7750,183.0,202000,3030000.0
432,LEVILAINGARC0N,242,146.4,523,35500.0,7764,1700.0,22200.0,--
433,SPLINTER,293,105.3,2570,30800.0,7773,1000.0,34200.0,--
434,MALEK_CSGO,312,91.2,2878,28500.0,7839,223.0,140000,6230000.0
435,TARTEMAN,310,92.1,3097,28600.0,7846,414.0,10800.0,--
436,SENPAIIICUTYCAT,173,236.9,4811,41000.0,7858,1900.0,12000.0,--
437,BASTIUI,404,49.0,8209,19800.0,7884,720.0,36000.0,--
438,KYZEN_,281,108.0,2220,30400.0,7956,1500.0,187000,1860000.0
439,SOWHAT,575,6.3,6767,3600.0,7970,2.0,4100.0,--
440,JOKAA45,241,140.8,2369,34000.0,7980,158.0,18900.0,--
441,MAHYARS,414,43.3,9557,17900.0,8010,5.0,83100.0,4050000.0
442,LANIYELLE,227,152.9,2505,34700.0,8043,584.0,11300.0,--
443,JUSTEMILIEUTWITCH,497,20.3,2681,10100.0,8055,336.0,18600.0,--
444,PEPIPIN,427,38.4,4671,16400.0,8056,262.0,61300.0,1130000.0
445,THIBAUDVEZIRIAN,455,30.2,1986,13700.0,8071,234.0,10600.0,--
446,POPPIELALA,312,83.5,4538,26100.0,8166,1000.0,30000.0,--
447,POLIATV,204,174.7,12708,35700.0,8185,954.0,44100.0,--
448,CISSOURYNE,241,133.9,1286,32299.999999999996,8201,2500.0,34900.0,--
449,TPK_LIVE,368,56.1,9208,20600.0,8221,39.0,54200.0,383000
450,FARORE,311,82.1,7554,25500.0,8272,177.0,22700.0,788000
451,PRISCILLALIAUD,445,29.7,2414,13200.0,8280,2300.0,145000,373000
452,LA_CAPITAINERIE,211,162.9,3145,34300.0,8306,153.0,6000.0,--
453,MAGARKY,445,29.3,5916,13000.0,8308,8.0,37600.0,1220000.0
454,CHEZ_LEX,263,112.4,673,29600.0,8312,134.0,4700.0,--
455,LEPHOCEENOFFICIEL,520,11.3,4352,5900.0,8341,335.0,24700.0,475000
456,THEFISHOUGO,261,112.7,3405,29400.0,8355,173.0,60700.0,2190000.0
457,MAATM,262,112.0,1842,29300.0,8362,1400.0,42300.0,--
458,PEARJA,395,43.3,3763,17100.0,8377,972.0,36900.0,--
459,MATHOX,265,109.2,8047,28900.0,8379,210.0,292000,4550000.0
460,FEMTOIRL,328,70.2,4649,23000.0,8398,387.0,10500.0,--
461,NIANFO,214,156.2,3325,33400.0,8400,338.0,21000.0,349000
462,AUREL_PREVEAUX,297,87.1,1145,25900.0,8406,1400.0,16900.0,--
463,ZULZORANDER,403,40.1,6959,16200.0,8412,59.0,30300.0,3800000.0
464,SIDIDI,285,93.9,3189,26700.0,8442,551.0,27700.0,404000
465,RAFFALE_,476,18.8,8150,8900.0,8497,209.0,82400.0,--
466,SRATUKE,196,175.6,2702,34400.0,8518,3000.0,35900.0,1940000.0
467,LYPNING,258,111.1,3544,28600.0,8530,611.0,23200.0,--
468,LA_BOUILLAVE,504,12.2,1272,6100.0,8541,2700.0,2800.0,--
469,YOUYOU,147,261.9,463,38500.0,8556,18.0,10700.0,1000000.0
470,JAMEL_LE_CHOMEUR,498,13.0,4808,6500.0,8577,3200.0,275000,--
471,FLONFLON,286,90.2,9174,25800.0,8578,465.0,14500.0,--
472,MAYUCCA,218,146.2,2117,31800.0,8598,637.0,68800.0,--
473,SERIOUSCHARLY,416,33.1,5911,13800.0,8601,326.0,20800.0,--
474,PLANETE87,158,233.4,492,37000.0,8628,963.0,1600.0,--
475,VENUSISNAIVE,364,49.0,2045,17900.0,8686,749.0,42900.0,--
476,1PVCS,354,52.5,26052,18600.0,8711,7.0,149000,27300000.0
477,EVENTISFR,279,90.8,2711,25300.0,8723,404.0,29800.0,--
478,CANALSUPPORTERS,523,5.9,3098,3100.0,8735,202.0,18900.0,986000
479,SUPERHENRYTRAN,476,15.5,10049,7400.0,8739,732.0,686000,7350000.0
480,CYQOP,179,191.1,5407,34200.0,8775,218.0,106000,3150000.0
481,SNIPER_BISCUIT,260,102.6,1830,26700.0,8798,897.0,67800.0,--
482,STACHZER,231,125.3,831,29000.0,8859,3000.0,59400.0,--
483,FRANDROIDLIVE,401,33.3,8399,13300.0,8872,148.0,17600.0,2089999.9999999998
484,SHIRUTV_,235,121.0,4014,28400.0,8883,220.0,17800.0,--
485,MNKWAY,267,94.5,12107,25300.0,8934,623.0,48600.0,--
486,ARTHURRAYYT,340,54.0,2018,18400.0,8973,172.0,38100.0,--
487,MALM,155,221.9,1043,34500.0,9083,127.0,9000.0,878000
488,ASKYYY,169,195.7,2554,33000.0,9116,127.0,74800.0,2160000.0
489,SHERINEBERRY,327,56.7,2442,18600.0,9128,1700.0,66900.0,585000
490,ROUTEND,207,142.7,729,29500.0,9136,2200.0,7800.0,--
491,STE_UP,501,5.5,2565,2700.0,9138,3.0,21100.0,--
492,SHEISOUTV,430,20.4,3833,8800.0,9186,23.0,50300.0,2880000.0
493,GASPOWRL,283,78.3,3812,22100.0,9188,1000.0,167000,1030000.0
494,TURBOJOUL,447,16.0,5051,7100.0,9203,891.0,9600.0,--
495,VVHITE_ANGEL,345,47.5,4186,16400.0,9209,364.0,26400.0,309000
496,COSTACHEU,224,121.4,3470,27200.0,9232,3600.0,28200.0,--
497,ENTREPRENEURGEEK,167,193.4,3416,32299.999999999996,9253,502.0,59800.0,499000
498,ORIGATWITCH,396,29.0,3558,11500.0,9261,159.0,14300.0,--
499,KAYANETV,407,25.7,7534,10400.0,9266,146.0,78100.0,1330000.0
500,NOZADAH,296,69.3,7828,20500.0,9273,64.0,71000.0,3100000.0
501,DHALEN,260,91.6,1380,23800.0,9276,372.0,24300.0,--
502,MRDERIV,280,78.5,1591,22000.0,9277,44.0,30300.0,2420000.0
503,KINGCHRIS287,225,119.2,5576,26900.0,9290,409.0,50500.0,502000
504,LYNKUS_,372,36.3,6291,13500.0,9298,281.0,18900.0,--
505,AS_COCO,341,47.9,1616,16300.0,9307,2400.0,12300.0,--
506,NUCLEARINTT,481,7.2,4298,3500.0,9324,979.0,35200.0,710000
507,RIBIE,326,53.6,9453,17500.0,9343,831.0,22100.0,--
508,VIDEOKILLED,243,102.1,2098,24800.0,9372,134.0,22800.0,451000
509,SLYDERS_HS,288,70.1,3211,20200.0,9447,179.0,6200.0,--
510,PEYJEYM,222,116.2,2526,25800.0,9516,14.0,78400.0,1740000.0
511,MATHIEU_BURGALASSI,323,51.2,1743,16500.0,9526,1500.0,7400.0,--
512,NIKOOTV_,215,122.9,675,26400.0,9530,745.0,1000.0,--
513,LANTISTREAM,268,80.1,1635,21500.0,9547,275.0,8900.0,--
514,IAMTKL,223,114.8,1375,25600.0,9548,86.0,14400.0,518000
515,PROXHY,179,165.4,496,29600.0,9549,147.0,16500.0,--
516,LAORIE,186,154.8,842,28900.0,9555,332.0,16900.0,253000
517,FROSTYQC,150,213.7,742,32000.0,9576,212.0,7000.0,--
518,MAYSTINE,353,37.9,5144,13400.0,9601,385.0,23300.0,--
519,T2KIMCHI,285,68.6,4229,19500.0,9608,4600.0,45500.0,--
520,PELERINE,328,47.6,4303,15600.0,9609,173.0,22100.0,--
521,GOUGOUL_,248,91.1,15572,22600.0,9660,1000.0,23500.0,--
522,SWID,136,241.0,4667,32800.0,9664,125.0,9900.0,--
523,SOL_HMS,244,93.9,936,22900.0,9670,534.0,7100.0,--
524,ICEKEI,156,197.0,3991,30700.0,9706,414.0,26900.0,2120000.0
525,DJBOUCHERIE,322,48.2,1895,15500.0,9720,18.0,74000.0,6150000.0
526,IUNANOVA,210,122.0,679,25600.0,9723,487.0,33400.0,--
527,GUTS915,255,84.3,1643,21500.0,9727,70.0,16900.0,619000
528,OWARIDA,198,134.8,1950,26700.0,9732,233.0,9400.0,--
529,NOWTECHTEAM,397,21.5,3709,8500.0,9733,122.0,36800.0,519000
530,CANARDPC,351,36.2,2277,12700.0,9739,101.0,31200.0,1340000.0
531,VLAD_CKA,235,98.9,1474,23200.0,9741,2700.0,16300.0,--
532,REMI_ID,135,239.4,3886,32299.999999999996,9750,290.0,11600.0,--
533,RYOTAAVLR,180,156.4,624,28200.0,9751,3000.0,3000.0,--
534,LECHEPS,349,36.0,5363,12600.0,9800,190.0,192000,1740000.0
535,MALCOLM___V2,411,16.8,1866,6900.0,9809,1700.0,1900.0,--
536,NARDC0,166,175.9,3980,29200.0,9811,564.0,70600.0,1130000.0
537,PANPANQQOH,263,77.4,12589,20300.0,9820,112.0,17100.0,1150000.0
538,TAVAA,201,128.8,2210,25900.0,9835,449.0,15200.0,--
539,TARTIN,424,12.8,995,5400.0,9859,729.0,91600.0,--
540,EL8KUN,294,59.0,6163,17300.0,9866,314.0,23800.0,--
541,BLINGCJAY,209,119.2,3503,24900.0,9883,214.0,46900.0,654000
542,LUTTI,321,45.8,37121,14700.0,9884,1100.0,355000,9370000.0
543,SOON,324,44.5,5826,14400.0,9897,192.0,156000,3640000.0
544,SAWPALIN,231,98.3,1474,22700.0,9918,340.0,62300.0,1150000.0
545,KATARELOL,167,170.9,3777,28500.0,9925,201.0,22500.0,--
546,HEXAKIL,414,13.8,6940,5700.0,9976,122.0,47800.0,1190000.0
547,SHOXIEJESUSS,301,53.2,19067,16000.0,9978,199.0,251000,3270000.0
548,ESTY,192,135.1,3485,25900.0,9981,2500.0,126000,442000
549,CHAT_,261,75.0,2585,19600.0,9992,53.0,38400.0,1080000.0
550,YORENZO_10,242,87.4,1188,21100.0,10030,708.0,35800.0,--
551,LAMATINALEFOOT,295,54.6,2499,16100.000000000002,10048,219.0,8800.0,--
552,CAPITAINEKHAL,315,44.6,1824,14000.0,10110,2400.0,10000.0,--
553,MARTIN_FACTEUR,194,128.8,2866,25000.0,10135,520.0,4800.0,--
554,LAUPOK,436,6.7,3955,2900.0,10136,240.0,83900.0,--
555,MISSCLIICK_,181,143.6,1532,26000.0,10161,133.0,14200.0,592000
556,SEROTHS,185,138.6,1940,25600.0,10167,919.0,101000,497000
557,FEFEGG,404,13.9,15104,5600.0,10178,79.0,54400.0,895000
558,PITRAU,125,248.1,1817,31000.0,10180,2100.0,2600.0,--
559,OLIVANIE,415,10.8,671,4500.0,10191,621.0,10300.0,--
560,VINZHS,219,102.0,878,22300.0,10196,207.0,9500.0,--
561,MAPLESYRUPJUNKIE,197,123.4,4800,24300.0,10200,49.0,21800.0,626000
562,ENCREMECANIQUE,197,122.7,5137,24200.0,10213,321.0,26900.0,2260000.0
563,JSAVAGEW,210,109.1,2658,22900.0,10228,232.0,52700.0,881000
564,SESSES_,274,62.6,5753,17100.0,10241,776.0,10100.0,--
565,BLASTZ_OFF,241,82.9,2756,20000.0,10257,796.0,22000.0,--
566,LEMWAKAST,262,68.9,3374,18100.0,10258,1100.0,7100.0,--
567,KUZAN_TV,307,45.4,15210,13900.0,10263,799.0,28900.0,--
568,AYSS_QLF,274,61.8,2995,16900.0,10274,323.0,8900.0,--
569,SUSSULEVRAI,266,66.3,2346,17600.0,10276,30.0,139000,5440000.0
570,SHINZO,249,76.8,3324,19100.0,10292,203.0,12600.0,--
571,CINYLOONEY,288,53.7,1759,15500.0,10309,191.0,57800.0,1200000.0
572,LEMEDTV,334,33.7,906,11300.0,10310,4200.0,82300.0,--
573,LEAFHELM_,254,72.8,613,18500.0,10330,1000.0,10000.0,--
574,TERADA,233,87.0,9483,20300.0,10349,105.0,42200.0,1680000.0
575,ELBE_POLY,165,160.5,734,26500.0,10352,80.0,6200.0,--
576,JERMY,300,47.1,2020,14100.0,10360,186.0,4800.0,--
577,JACKDARIUS,169,154.3,3345,26100.0,10364,148.0,24500.0,452000
578,CHESSCOMFR,372,20.1,34099,7500.0,10378,53.0,79800.0,16300000.0
579,CAPTAINFRACAS,259,68.5,1439,17700.0,10383,323.0,22700.0,--
580,SUPERKEVINTRAN,253,71.9,2534,18200.0,10408,725.0,215000,--
581,SALISTOIRE,182,135.4,3665,24600.0,10410,3300.0,16400.0,--
582,CHATDUCHAOS,146,190.5,1071,27900.0,10417,276.0,5700.0,--
583,WALOU,189,126.6,3942,23900.0,10423,617.0,20900.0,--
584,KAYSERMX_,222,94.2,584,20900.0,10438,826.0,6700.0,--
585,YOONA,308,42.2,7105,13000.0,10444,1.0,140000,3300000.0
586,RADIOBIERESFOOT,224,91.9,6270,20600.0,10454,206.0,10300.0,--
587,BESTMARMOTTE,154,174.3,15770,26900.0,10461,56.0,93900.0,5500000.0
588,CHOTEC_,350,25.7,1174,9000.0,10473,164.0,7800.0,--
589,LEGENDESINDUSTRIES,409,8.7,32045,3600.0,10484,105.0,50600.0,--
590,JEUSERIEUX,106,294.4,5994,31200.0,10498,35.0,42300.0,2150000.0
591,FUNKATV,413,7.7,3573,3200.0,10500,52.0,14800.0,348000
592,KURAMA_203,155,170.0,1257,26400.0,10562,3500.0,29500.0,--
593,THEBENBIG,249,70.4,8416,17600.0,10618,11.0,39700.0,3770000.0
594,FURL3X,231,83.2,7093,19200.0,10621,962.0,57100.0,2920000.0
595,NAROY,190,120.4,462,22800.0,10629,1500.0,40600.0,--
596,EWC_FR,294,45.0,5493,13200.0,10668,1700.0,5800.0,--
597,SOA_WAKE,131,214.4,590,28000.0,10670,479.0,1900.0,--
598,BRICEGAMINGZONE,221,89.6,2959,19800.0,10687,982.0,79900.0,1230000.0
599,TEUFF_,123,234.0,560,28700.0,10695,263.0,3000.0,--
600,SPATULEBROS,391,10.8,1598,4200.0,10710,487.0,51800.0,349000
601,FROZENCRYSTAL,230,81.6,1317,18800.0,10722,853.0,152000,974000
602,LAPANNY,349,22.8,1642,8000.0,10727,1700.0,18700.0,--
603,SUPERBRIOCHE,219,90.4,4153,19800.0,10742,131.0,58800.0,708000
604,KAMILLECM,287,46.0,922,13200.0,10812,2900.0,6400.0,--
605,HYDRAOFFI,228,81.7,3423,18600.0,10814,2500.0,160000,609000
606,HOPURE,111,262.9,803,29200.0,10829,271.0,12600.0,1010000.0
607,DEUJNA,289,44.6,15276,12900.0,10860,187.0,692000,11400000.0
608,ZAAKK7,175,132.9,880,23200.0,10865,769.0,16900.0,--
609,THEFOXEUR,92,331.1,279,30600.0,10904,369.0,5100.0,--
610,AKYTIO,171,136.5,16116,23400.0,10920,337.0,329000,6740000.0
611,BERDYDAFT,168,140.2,4101,23600.0,10922,41.0,95200.0,1390000.0
612,SATCHFROGGY,277,49.2,1198,13600.0,10934,1400.0,16400.0,--
613,ACHIIKO,167,141.7,3369,23600.0,10953,1800.0,23700.0,--
614,NEXTGENAUTO,392,7.8,608,3000.0,10958,35.0,547,--
615,AP_R0SE,200,102.7,2636,20600.0,10969,1400.0,42000.0,--
616,RECALBOX,222,83.2,1915,18500.0,10983,99.0,16800.0,344000
617,CHRIS_,282,46.0,3223,13000.0,10995,900.0,155000,445000
618,MAITREARMAND,221,83.6,1213,18500.0,11001,266.0,26800.0,1100000.0
619,AIRBEUD,222,82.7,1104,18300.0,11005,159.0,5900.0,--
620,DRALII2K,398,5.8,1429,2300.0,11011,499.0,12600.0,--
621,TMAXKS,195,106.8,2766,20800.0,11017,143.0,23100.0,--
622,MINOSTREAMING,270,51.5,2339,13900.0,11028,712.0,79200.0,413000
623,LILIAN31,211,90.9,1288,19200.0,11044,1100.0,56100.0,384000
624,NAGATOW,120,229.0,4847,27400.0,11063,614.0,49200.0,671000
625,METAA667,288,41.9,3628,12100.0,11066,346.0,5600.0,--
626,KOKA,278,46.4,2191,12900.0,11091,85.0,25800.0,1180000.0
627,QUIIZNTV,137,187.5,1317,25700.0,11097,709.0,9200.0,--
628,KIGUNIIN,222,81.0,4189,18000.0,11112,397.0,158000,1610000.0
629,MOUMOUSX,150,162.9,1025,24400.0,11131,1700.0,26400.0,544000
630,OUATDEFOK,122,220.5,1261,26900.0,11148,416.0,27300.0,1700000.0
631,TROUBLE_FAIT,380,8.9,1033,3400.0,11149,292.0,8900.0,--
632,KAOSVMD,211,88.7,5708,18700.0,11153,34.0,56600.0,3630000.0
633,NANARDBE,191,107.5,4527,20600.0,11157,36.0,30900.0,2029999.9999999998
634,KENTH_S,144,171.7,637,24800.0,11174,141.0,11700.0,--
635,LORTIGAMES,390,5.8,1615,2200.0,11203,12800.0,15700.0,--
636,ALUKA_K,136,186.5,1837,25400.0,11205,2700.0,21500.0,--
637,FRANCEINFO,366,11.8,3009,4300.0,11231,274.0,14500.0,--
638,SKERAX,141,175.0,2864,24700.0,11243,121.0,12900.0,419000
639,PANDOWNER,185,111.1,1163,20600.0,11278,77.0,11300.0,--
640,SAYANNOFF,215,83.3,930,17900.0,11281,4400.0,7900.0,--
641,TWINZZZ_QC,90,325.1,1609,29200.0,11287,371.0,65400.00000000001,1500000.0
642,CANBIZZ_,317,26.8,11727,8500.0,11297,130.0,42100.0,468000
643,MK_RZA,234,68.5,3653,16000.0,11302,196.0,22600.0,1260000.0
644,ONESTFURAX,376,8.2,14509,3100.0,11306,673.0,7600.0,--
645,PASSIONGAMING_OFF,177,119.2,1007,21100.0,11328,860.0,28000.0,--
646,MLDEG,151,155.0,1891,23400.0,11339,37.0,69200.0,2570000.0
647,REDIFF_GRANDLINERP,219,78.4,1094,17200.0,11342,2700.0,2800.0,--
648,ADRIENKEFTA,371,9.1,2103,3400.0,11346,187.0,6200.0,--
649,LATUAH,175,121.0,2668,21200.0,11347,3000.0,10600.0,--
650,LESSIMPSONN,328,22.0,1491,7200.0,11364,2800.0,2800.0,--
651,CRYPTELO,127,200.4,2556,25400.0,11396,303.0,15900.0,--
652,KEVIN02340,153,149.7,1755,23000.0,11403,352.0,121000,1530000.0
653,POTXECA,267,46.8,19600,12500.0,11433,116.0,71500.0,663000
654,NRTDSSS,378,5.9,568,2200.0,11460,594.0,1800.0,--
655,ZESADPANDA,344,15.4,4300,5300.0,11471,174.0,41600.0,704000
656,HAPPYBOYCOOP,141,168.4,3453,23800.0,11485,532.0,63300.0,822000
657,TARKAN_____,209,83.3,3360,17400.0,11505,189.0,33400.0,907000
658,HCTUAN,249,55.4,9570,13800.0,11509,1800.0,450000,2880000.0
659,LIBERATIONFR,328,20.1,1781,6600.0,11510,810.0,4200.0,--
660,LILIB_TV,194,97.0,2184,18800.0,11518,491.0,13600.0,--
661,AS2PIK,160,136.1,8301,21800.0,11543,40.0,96600.0,5350000.0
662,LILMCQUEENNN,285,36.3,2037,10400.0,11560,1900.0,94100.0,--
663,SHAKAAM,264,46.2,1281,12200.0,11576,58.0,21900.0,463000
664,MELON_LOL,228,67.9,3329,15500.0,11580,11.0,71400.0,1510000.0
665,RYOSENSEITV,352,11.6,1911,4100.0,11608,18.0,40800.0,--
666,WARKIK,141,164.2,2667,23200.0,11624,235.0,20600.0,384000
667,GEEOHMTV,156,138.5,2915,21600.0,11702,643.0,22300.0,640000
668,BABA_YAGATV,88,317.5,1509,27800.0,11705,1600.0,25600.0,--
669,ZCHANCE44,340,14.3,3077,4900.0,11707,30.0,27200.0,1080000.0
670,BENNYBOYTV,154,141.3,496,21700.0,11723,121.0,15700.0,547000
671,KATY_V4,259,46.8,809,12100.0,11738,258.0,23800.0,461000
672,LETSLOVESL4VE,304,26.4,732,8000.0,11744,533.0,7800.0,--
673,YEKAIS,297,28.8,2528,8600.0,11764,994.0,92900.0,653000
674,SPICYHONEY_,269,41.1,2041,11000.0,11771,527.0,103000,--
675,NASSIMCLAW,215,74.3,753,16000.0,11782,179.0,4400.0,--
676,LIGEFEU,194,91.8,594,17800.0,11787,552.0,12100.0,--
677,OWIIIII,214,74.5,2454,15900.0,11827,188.0,11200.0,225000
678,HAYZAA,191,94.0,3826,17900.0,11853,334.0,61300.0,--
679,FIBRETIGRE,298,27.4,5261,8200.0,11865,134.0,43400.0,438000
680,FURGOTH,201,84.2,1277,16900.0,11882,56.0,9600.0,--
681,JAXWEEL,219,69.6,855,15300.0,11884,59.0,7400.0,--
682,AGEA59,262,43.4,1769,11400.0,11891,1300.0,13700.0,--
683,SAVUN,238,55.8,7998,13300.0,11962,394.0,66500.0,--
684,SKULL_SENSEI,150,142.0,918,21300.0,11974,154.0,8800.0,--
685,KAZEWALOL,236,55.9,1099,13200.0,12033,851.0,24800.0,--
686,SK11OFF,281,32.3,678,9100.0,12059,5400.0,25200.0,--
687,RAVENNRUST,193,87.8,3888,16900.0,12075,395.0,87300.0,1480000.0
688,LABONNEAUBERGEJDR,329,13.6,6710,4500.0,12099,258.0,35400.0,1530000.0
689,COAEN_,187,92.9,4450,17400.0,12108,1100.0,61200.0,234000
690,DAI_MON,225,61.4,1068,13800.0,12145,239.0,6400.0,--
691,MLLEJOULIE,174,105.4,3340,18400.0,12166,421.0,6300.0,--
692,NIEMESIA,317,16.5,1464,5200.0,12194,246.0,25500.0,--
693,REDMAFIA_TV,98,256.8,1916,25100.0,12202,5800.0,22200.0,--
